SMILES,MoleculeName
CC(C)(C)c1c[c-]c(-c2cc(C(C)(C)C)ccn2)cc1.CC(C)(C)c1c[c-]c(-c2cc(C(C)(C)C)ccn2)cc1.Cc1ccnc2c1ccc1cccnc12.[Ir+4],Ir(dtbppy)2(4-Mephen)+
CC(C)(C)c1c[c-]c(-c2cc(C(C)(C)C)ccn2)cc1.CC(C)(C)c1c[c-]c(-c2cc(C(C)(C)C)ccn2)cc1.Cc1cc2cccnc2c2ncccc12.[Ir+4],Ir(dtbppy)2(5-Mephen)+
CC(C)(C)c1c[c-]c(-c2cc(C(C)(C)C)ccn2)cc1.CC(C)(C)c1c[c-]c(-c2cc(C(C)(C)C)ccn2)cc1.[Ir+4].c1ccc(-c2ccccn2)nc1,Ir(dtbppy)2(bpy)+
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#[N+]c1c(C(C)C)cccc1C(C)C.[C-]#[N+]c1c(C(C)C)cccc1C(C)C.[Ir+4],Ir(F2ppy)2-CNArdipp+
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#[N+]c1c(C)cccc1C.[C-]#[N+]c1c(C)cccc1C.[Ir+4],Ir(F2ppy)2-CNArdmp+
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#[N+]c1ccc2ccccc2c1.[C-]#[N+]c1ccc2ccccc2c1.[Ir+4],Ir(F2ppy)2-CNArnap+
CC1(C)c2ccccc2-c2c[c-]c(-c3nccc4ccccc34)cc21.CC1(C)c2ccccc2-c2c[c-]c(-c3nccc4ccccc34)cc21.CC1(C)c2ccccc2-c2c[c-]c(-c3nccc4ccccc34)cc21.[Ir+4],Ir(fliq)3
CC1(C)c2ccccc2-c2c[c-]c(-c3ccccn3)cc21.CC1(C)c2ccccc2-c2c[c-]c(-c3ccccn3)cc21.CC1(C)c2ccccc2-c2c[c-]c(-c3ccccn3)cc21.[Ir+4],Ir(flpy)3
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4],"Ir(F-mppy)2(4,4'-dmbpy)+"
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccnc2c1ccc1cccnc12.[Ir+4],Ir(F-mppy)2(4-Mephen)+
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2ccc(C)cn2)nc1.[Ir+4],"Ir(F-mppy)2(5,5'-dmbpy)+"
Cc1cc2cccnc2c2ncccc12.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4],Ir(F-mppy)2(5-Mephen)+
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4].c1ccc(-c2ccccn2)nc1,Ir(F-mppy)2(bpy)+
CC(C)c1ccc(-c2ccc(C(C)C)cn2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4],Ir(F-mppy)2(diqbpy)+
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Ir(F-mppy)2(dphphen)+
C(=C\P(c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4],Ir(F-mppy)2(dppe)+
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4],Ir(F-mppy)2(dtbbpy)+
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C.[Ir+4],Ir(F-mppy)2(Me4phen)+
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.[Ir+4].c1cnc2c(c1)ccc1cccnc12,Ir(F-mppy)2(phen)+
Fc1c[c-]c(-c2cn(Cc3ccccc3)nn2)cc1.Fc1c[c-]c(-c2cn(Cc3ccccc3)nn2)cc1.[Ir+4].c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,Ir(Fphtl)2PytlBn+
Fc1c[c-]c(-c2cn(Cc3ccccc3)nn2)cc1.Fc1c[c-]c(-c2cn(Cc3ccccc3)nn2)cc1.[Ir+4].c1ccc(-n2cc(-c3ccccn3)nn2)cc1,Ir(Fphtl)2PytlPh+
Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#N.[Ir+4],Ir(Mebib)(dFppy)CN
CC=[N-].Cc1c[c-]c(-c2ccccn2)cc1.Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[Ir+4],Ir(Mebib)(mppy)CH3CN+
Cc1c[c-]c(-c2ccccn2)cc1.Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[Cl-].[Ir+4],Ir(Mebib)(mppy)Cl
CC=[N-].Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[Ir+4].[c-]1ccccc1-c1ccccn1,Ir(Mebib)(ppy)CH3CN+
Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[C-]#N.[Ir+4].[c-]1ccccc1-c1ccccn1,Ir(Mebib)(ppy)CN
Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[Br-].[Ir+4].[c-]1ccccc1-c1ccccn1,Ir(Mebib)ppyBr
Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[Cl-].[Ir+4].[c-]1ccccc1-c1ccccn1,Ir(Mebib)ppyCl
Cn1c(-c2[c-]c(-c3nc4ccccc4n3C)ccc2)nc2ccccc21.[I-].[Ir+4].[c-]1ccccc1-c1ccccn1,Ir(Mebib)ppyI
Cn1c(-c2cccc(-c3nc4ccccc4n3C)n2)nc2ccccc21.[Cl-].[Ir+4].[c-]1ccccc1-c1ccccn1,Ir(Mebip)ppyCl+
Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4],"Ir(mppy)2(4,4'dmbpy)+"
Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccnc2c1ccc1cccnc12.[Ir+4],Ir(mppy)2(4-Mephen)+
Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2ccc(C)cn2)nc1.[Ir+4],"Ir(mppy)2(5,5'dmbpy)+"
Cc1cc2cccnc2c2ncccc12.Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.[Ir+4],Ir(mppy)2(5-Mephen)+
Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.[Ir+4].c1ccc(-c2ccccn2)nc1,Ir(Mppy)2(bpy)+
C(=C\P(c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1.Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.[Ir+4],Ir(Mppy)2(dppe)+
C.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.[Ir+4],Ir(Mppy)2(dtbbpy)+
Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C.[Ir+4],Ir(mppy)2(Me4phen)+
Cc1ccc(-c2[c-]cccc2)nc1.Cc1ccc(-c2[c-]cccc2)nc1.[Ir+4].c1cnc2c(c1)ccc1cccnc12,Ir(mppy)2(phen)+
Cc1c[c-]c(-c2ccccn2)cc1.Cc1c[c-]c(-c2ccccn2)cc1.[H]C(=O)c1ccnc(-c2cc(C)ccn2)c1.[Ir+4],Ir(mppy)2bpy-m-CHO+
Cc1ccn(-c2[c-]cccc2)n1.Cc1ccn(-c2[c-]cccc2)n1.[H]C(=O)c1ccnc(-c2cc(C)ccn2)c1.[Ir+4],Ir(mppz)2bpy-m-CHO+
Cc1c[c-]c(-c2ccc(-c3ccc(C)s3)cn2)s1.Cc1c[c-]c(-c2ccc(-c3ccc(C)s3)cn2)s1.Cc1c[c-]c(-c2ccc(-c3ccc(C)s3)cn2)s1.[Ir+4],Ir(mt-5mt-py)3
CC(C)(C)/C([O-])=C/C(=O)Cn1c2ccccc2c2ccccc21.[Ir+4].[c-]1ccc2ccccc2c1-c1ccccn1.[c-]1ccc2ccccc2c1-c1ccccn1,Ir(npy)2Cz(acac-tBu)
CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C.[Ir+4].[c-]1ccc2ccccc2c1-c1ccccn1.[c-]1ccc2ccccc2c1C1=NCCC=C1,Ir(npy)2dpm
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4],"Ir(OMe-mppy)2(4,4'dmbpy)+"
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.Cc1ccnc2c1ccc1cccnc12.[Ir+4],Ir(OMe-mppy)2(4-Mephen)+
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.Cc1ccc(-c2ccc(C)cn2)nc1.[Ir+4],"Ir(OMe-mppy)2(5,5'dmbpy)+"
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.Cc1cc2cccnc2c2ncccc12.[Ir+4],Ir(OMe-mppy)2(5-Mephen)+
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.[Ir+4].c1ccc(-c2ccccn2)nc1,Ir(OMe-Mppy)2(bpy)+
C(=C\P(c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.[Ir+4],Ir(OMe-Mppy)2(dppe)+
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.[Ir+4],Ir(OMe-Mppy)2(dtbbpy)+
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C.[Ir+4],Ir(OMe-Mppy)2(Me4phen)+
COc1c[c-]c(-c2ccc(C)cn2)cc1.COc1c[c-]c(-c2ccc(C)cn2)cc1.[Ir+4].c1cnc2c(c1)ccc1cccnc12,Ir(OMe-Mppy)2(phen)+
[H]OC(=O)c1ccnc(-c2cc(C(=O)O[H])ccn2)c1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2n1-c1ccccc1.[c-]1ccccc1-c1nc2ccccc2n1-c1ccccc1,Ir(pbi)2(H2dcbpy)+
[Ir+4].[c-]1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1.c1ccc(-c2ccccn2)nc1,Ir(pboz)2(bpy)+
[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1.c1ccc(-c2ccccn2)nc1,Ir(pbtz)2(bpy)+
[Cl-].[Ir+4].[c-]1c(-c2nc3ccccc3n2-c2ccccc2)cccc1-c1nc2ccccc2n1-c1ccccc1.[c-]1ccccc1-c1ccccn1,Ir(Phbib)(ppy)Cl
[C-]#N.[Ir+4].[c-]1c(-c2nc3ccccc3n2-c2ccccc2)cccc1-c1nc2ccccc2n1-c1ccccc1.[c-]1ccccc1-c1ccccn1,Ir(Phbib)(ppy)CN
CC=[N-].[Ir+4].[c-]1c(-c2nc3ccccc3n2-c2ccccc2)cccc1-c1nc2ccccc2n1-c1ccccc1.[c-]1ccccc1-c1ccccn1,Ir(Phbib)ppyCH3CN+
Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4],"Ir(Ph-mppy)2(4,4'dmbpy)+"
Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccnc2c1ccc1cccnc12.[Ir+4],Ir(Ph-mppy)2(4-Mephen)+
Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2ccc(C)cn2)nc1.[Ir+4],"Ir(Ph-mppy)2(5,5'dmbpy)+"
Cc1cc2cccnc2c2ncccc12.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.[Ir+4],Ir(Ph-mppy)2(5-Mephen)+
Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.[Ir+4].c1ccc(-c2ccccn2)nc1,Ir(Ph-mppy)2(bpy)+
C(=C\P(c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.[Ir+4],Ir(Ph-mppy)2(dppe)+
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.[Ir+4],Ir(Ph-mppy)2(dtbbpy)+
Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C.[Ir+4],Ir(Ph-mppy)2(Me4phen)+
Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.Cc1ccc(-c2[c-]cc(-c3ccccc3)cc2)nc1.[Ir+4].c1cnc2c(c1)ccc1cccnc12,Ir(Ph-mppy)2(phen)+
[Ir+4].[c-]1ccccc1-c1ncco1.[c-]1ccccc1-c1ncco1.c1ccc(-c2ccccn2)nc1,Ir(phoz)2(bpy)+
CC(C)(C)/C([O-])=C/C(=O)Cn1c2ccccc2c2ccccc21.[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12,Ir(piq)2Cz(acac-tBu)
CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C.[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12,Ir(piq)2dpm
[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12,Ir(piq)3
C[n+]1[c-]n(-c2[c-]cccc2)c2ccccc21.C[n+]1[c-]n(-c2[c-]cccc2)c2ccccc21.Cn1[c-][n+](-c2[c-]cccc2)c2ccccc21.[Ir+4],Ir(pmbic)3
C[n+]1[c-]n(-c2[c-]cccc2)cc1.C[n+]1[c-]n(-c2[c-]cccc2)cc1.Cn1[c-][n+](-c2[c-]cccc2)cc1.[Ir+4],Ir(pmic)3
[Ir+4].[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Ir(ppy)(bpy)22+
Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,"Ir(ppy)2(4,4'-dmbpy)+"
Cc1ccnc2c1ccc1cccnc12.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(4-Mephen)+
Cc1ccc(-c2ccc(C)cn2)nc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,"Ir(ppy)2(5,5'-dmbpy)+"
Cc1cc2cccnc2c2ncccc12.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(5-Mephen)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2cccc(-c3cccc(-c4ccccc4)n3)n2)cc1,Ir(ppy)2(6-6'Phbpy)+
Clc1cccc(-c2ccccn2)n1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(6Clbpy)+
N#Cc1cccc(-c2ccccn2)n1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(6CNbpy)+
CC(C)c1cccc(-c2ccccn2)n1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(6iPrbpy)+
COc1cccc(-c2ccccn2)n1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(6OMebpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2cccc(-c3ccccn3)n2)cc1,Ir(ppy)2(6Phbpy)+
CCC(C)c1cccc(-c2ccccn2)n1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(6-sBu-bpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccccn2)nc1,Ir(ppy)2(bpy)+
CC(C)c1ccc(-c2ccc(C(C)C)cn2)nc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(diqbpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Ir(ppy)2(dphphen)+
C(=C\P(c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(dppe)+
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(dtbbpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(C2=NCCN2)nc1,Ir(ppy)2(impy)+
Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(Me4phen)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1cnc2c(c1)ccc1cccnc12,Ir(ppy)2(phen)+
C(=N/c1ccccc1)\c1ccccn1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2(pNpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-n2cccn2)nc1,Ir(ppy)2(pzpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2nccs2)nc1,Ir(ppy)2(thpy)+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ncncn2)nc1,Ir(ppy)2(trpy)+
CC(=O)/C=C(/C)[O-].[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2acac
O=C1c2ccccc2C(=O)c2c1ccc([O-])c2[O-].[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2ALZ-
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccc(-c3ccccn3)nc2)nc1,Ir(ppy)2BPP+
[H]C(=O)c1ccnc(-c2cc(C)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2bpy-m-CHO+
[Ir+4].[O-]c1ccccc1[O-].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2CAT-
[C-]#[N+]c1c(C(C)C)cccc1C(C)C.[C-]#[N+]c1c(C(C)C)cccc1C(C)C.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-CNArdipp+
[C-]#[N+]c1c(C)cccc1C.[C-]#[N+]c1c(C)cccc1C.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-CNArdmp+
CC(C)(C)/C([O-])=C/C(=O)Cn1c2ccccc2c2ccccc21.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2Cz(acac-tBu)
CC(C)/N=C(/[N-]C(C)C)c1ccccc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-dipba
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2ccnc(-c3cc(-c4ccccc4)ccn3)c2)cc1,Ir(ppy)2dpbpy+
CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2dpm
[H]OC(Cc1ccnc(-c2cc(C)ccn2)c1)Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-L2+
Cc1ccc(-c2ccc(CCc3ccc(-c4ccc(C)cn4)nc3)cn2)nc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-L3+
C(#Cc1ccc(-c2ccccn2)nc1)c1ccc(-c2ccccn2)nc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-L4+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(-c2nc(-c3ccccn3)n(-c3ccccc3)n2)cc1,Ir(ppy)2Pbtz+
O=C([O-])c1cc[nH]n1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2-prca
[Ir+4].[O-]c1c([O-])c(Br)c(Br)c(Br)c1Br.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2TBC-
[Ir+4].[O-]c1c([O-])c(Cl)c(Cl)c(Cl)c1Cl.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)2TCC-
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir(ppy)3
[H]C(=O)c1ccnc(-c2cc(C)ccn2)c1.[Ir+4].[c-]1ccccc1-n1cccn1.[c-]1ccccc1-n1cccn1,Ir(ppz)2bpy-m-CHO+
[C-]#N.[C-]#N.[Ir+4].[c-]1ccccc1-c1ccc2ccccc2n1.[c-]1ccccc1-c1ccc2ccccc2n1,Ir(pq)2(CN)2-
[H]OC(=O)c1ccnc(-c2cc(C(=O)O[H])ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccc2ccccc2n1.[c-]1ccccc1-c1ccc2ccccc2n1,Ir(pq)2(H2dcbpy)+
CC(=O)/C=C(/C)[O-].[Ir+4].[c-]1ccccc1-c1ccc2ccccc2n1.[c-]1ccccc1-c1ccc2ccccc2n1,Ir(pq)2acac
[H]C(=O)c1ccnc(-c2cc(C)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccc2ccccc2n1.[c-]1ccccc1-c1ccc2ccccc2n1,Ir(pq)2bpy-m-CHO+
CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C.[Ir+4].[c-]1ccccc1-c1ccc2ccccc2n1.[c-]1ccccc1-c1ccc2ccccc2n1,Ir(pq)2dpm
FC(F)(F)c1ccc(-c2[c-]ccs2)nc1.FC(F)(F)c1ccc(-c2[c-]ccs2)nc1.FC(F)(F)c1ccc(-c2[c-]ccs2)nc1.[Ir+4],Ir(t-5CF3-py3)3
[Ir+4].[c-]1ccsc1-c1ccc(-c2cccs2)cn1.[c-]1ccsc1-c1ccc(-c2cccs2)cn1.[c-]1ccsc1-c1ccc(-c2cccs2)cn1,Ir(t-5t-py)3
CCN(CC)c1c(C)cc(/C(=N\C(C)C)[N-]C(C)C)cc1C.FC(F)(F)c1c[c-]c(-c2ccccn2)cc1.FC(F)(F)c1c[c-]c(-c2ccccn2)cc1.[Ir+4],"Ir(tfmppy)2(NNdiPr-4-dea-3,5m-ba)"
CC(C)/N=C(/[N-]C(C)C)c1ccccc1.FC(F)(F)c1c[c-]c(-c2ccccn2)cc1.FC(F)(F)c1c[c-]c(-c2ccccn2)cc1.[Ir+4],Ir(tfmppy)2(NNdiPr-ba)
FC(F)(F)c1cc[c-]c(-c2nc3ccccc3s2)c1.[Ir+4].[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1,Ir(thpy)2(4CF3pbtz)+
FC(F)(F)c1c[c-]c(-c2nc3ccccc3s2)cc1.[Ir+4].[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1,Ir(thpy)2(5CF3pbtz)+
CN(C)c1c[c-]c(-c2nc3ccccc3s2)cc1.[Ir+4].[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1,Ir(thpy)2(5NMe2-pbtz)+
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.[Ir+4].[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1,Ir(thpy)2dtbbpy+
[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1,Ir(thpy)2pbtz+
[Ir+4].[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1.[c-]1ccsc1-c1ccccn1,Ir(thpy)3
[Ir+4].[c-]1ccsc1-c1nccc2ccccc12.[c-]1ccsc1-c1nccc2ccccc12.[c-]1ccsc1-c1nccc2ccccc12,Ir(tiq)3
Cc1c[c-]c(-c2ccccn2)cc1.Cc1c[c-]c(-c2ccccn2)cc1.[C-]#N.[C-]#N.[Ir+4],Ir(tpy)2(CN)2-
