SMILES,MoleculeName
Cc1c[c-]c(-c2ccccn2)cc1.Cc1c[c-]c(-c2ccccn2)cc1.[C-]#[N+]C(C)(C)C.[C-]#[N+]C(C)(C)C.[Ir+4],Ir(tpy)2(CN-tBu)2+
CC(C)(C)c1cc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1.Cc1cc(C)c(-c2ccccn2)[c-]c1-c1ccccn1.[Ir+4],Ir-(tpy)-ph(tBu)2+2
CC(=O)/C=C(/C)[O-].Fc1ccc[c-]c1-c1cc(-c2ccccc2)c2cc(Cl)ccc2n1.Fc1ccc[c-]c1-c1cc(-c2ccccc2)c2cc(Cl)ccc2n1.[Ir+4],Ir[6-Cl-2-(2-F)-4-dpq]2(acac)
CC(=O)/C=C(/C)[O-].FC(F)(F)c1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1.FC(F)(F)c1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1.[Ir+4],Ir[6-Cl-2-(4-CF3)-4-dpq]2(acac)
CC(=O)/C=C(/C)[O-].Fc1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1.Fc1c[c-]c(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1.[Ir+4],Ir[6-Cl-2-(4-F)-4-dpq]2(acac)
CCCc1nc(-c2[c-]cc(F)cc2F)n(C)n1.CCCc1nc(-c2[c-]cc(F)cc2F)n(C)n1.CCCc1nc(-c2ccc(F)cc2F)n(C)n1.[Ir+4],Ir-1m-prdfphtl3
CCCc1nc(-c2[c-]cc(F)cc2)n(C)n1.CCCc1nc(-c2[c-]cc(F)cc2)n(C)n1.CCCc1nc(-c2ccc(F)cc2)n(C)n1.[Ir+4],Ir-1m-prFphtl3
CC(=O)/C=C(/C)[O-].[Ir+4].[c-]1ccc2ccccc2c1-c1cn2ccccc2n1.[c-]1ccc2ccccc2c1-c1cn2ccccc2n1,Ir-2-1-nipd-acac
CC(=O)/C=C(/C)[O-].[Ir+4].[c-]1cc2ccccc2cc1-c1cn2ccccc2n1.[c-]1cc2ccccc2cc1-c1cn2ccccc2n1,Ir-2-2-nipd-acac
CC(=O)/C=C(/C)[O-].FC(F)(F)c1[c-]c(-c2cn3ccccc3n2)cc(C(F)(F)F)c1.FC(F)(F)c1[c-]c(-c2cn3ccccc3n2)cc(C(F)(F)F)c1.[Ir+4],Ir-2-35dCF3pipd-acac
CC(=O)/C=C(/C)[O-].[Ir+4].[c-]1ccccc1-c1cn2ccccc2n1.[c-]1ccccc1-c1cn2ccccc2n1,Ir-2-nipd-acac
CC(=O)/C=C(/C)[O-].O=c1oc2ccccc2[c-]c1-c1nc2ccccc2s1.O=c1oc2ccccc2[c-]c1-c1nc2ccccc2s1.[Ir+4],Ir3bz2yl2acac
CC(=O)/C=C(/C)[O-].FC(F)(F)c1c(-c2[c-]cccc2)nc2ccccn12.FC(F)(F)c1c(-c2[c-]cccc2)nc2ccccn12.[Ir+4],Ir-3CF3-2-pipd-acac
F[S](F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1.F[S](F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1.F[S](F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1.[Ir+4],Ir3SF5ppy3
CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C.F[S](F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1.F[S](F)(F)(F)(F)c1c[c-]c(-c2ccccn2)cc1.[Ir+4],Ir3SF6ppy-dpm
FC(F)(F)c1c[c-]c(-c2nc3ccccc3s2)cc1.FC(F)(F)c1c[c-]c(-c2nc3ccccc3s2)cc1.[H]OC(=O)c1ccnc(-c2cc(C(=O)O)ccn2)c1.[Ir+4],Ir4CFbt-Hbpdc
CC(=O)/C=C(/C)[O-].FC(F)(F)c1c[c-]c(-c2ccc(-c3ccc(C(F)(F)F)cc3)cn2)cc1.FC(F)(F)c1c[c-]c(-c2ccc(-c3ccc(C(F)(F)F)cc3)cn2)cc1.[Ir+4],Ir-4-CFPhCFppy2-acac
Cc1c(-c2ccccc2)c(-c2[c-]cccc2)nc2ccccc12.Cc1c(-c2ccccc2)c(-c2[c-]cccc2)nc2ccccc12.Cc1nn(-c2ccccc2)c([O-])c1C(=O)c1ccccc1.[Ir+4],Ir4-Me-23-dpq-przl-C6H5
F[S](F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1.F[S](F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1.F[S](F)(F)(F)(F)c1cc[c-]c(-c2ccccn2)c1.[Ir+4],Ir4SF5ppy3
CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C.FS(F)(F)(F)(F)c1ccc[c-]c1-c1ccccn1.FS(F)(F)(F)(F)c1ccc[c-]c1-c1ccccn1.[Ir+4],Ir4SF6ppy-dpm
C.Cc1c[c-]c(-c2ccccn2)cc1.Cc1c[c-]c(-c2ccccn2)cc1.[Ir+4].c1c[nH]c(-c2ncc[nH]2)n1,IrbiimH2+
Cc1cc(C)c(B(c2c[c-]c(-c3ccccn3)cc2)c2c(C)cc(C)cc2C)c(C)c1.Cc1cc(C)c(B(c2c[c-]c(-c3ccccn3)cc2)c2c(C)cc(C)cc2C)c(C)c1.[Ir+4].c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Ir-BMes2ppy2-dppz+
Cc1cc(C)c(B(c2c[c-]c(-c3ccccn3)cc2)c2c(C)cc(C)cc2C)c(C)c1.Cc1cc(C)c(B(c2c[c-]c(-c3ccccn3)cc2)c2c(C)cc(C)cc2C)c(C)c1.[Ir+4].c1cnc2c(c1)c1nccnc1c1cccnc12,Ir-BMes2ppy2-dpq+
[Ir+4].[O-]c1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1,Irbobop
[Ir+4].[O-]c1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1,Irbobtp
O=C([O-])c1ccccn1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1,Irbopic
O=C([O-])c1cnccn1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1,Irboprz
CC(C)/N=C(/[N-]C(C)C)N(c1ccccc1)c1ccccc1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2o1.[c-]1ccccc1-c1nc2ccccc2o1,IrboxNiPr2CNPh2
O=c1oc2c3ccccc3cnc2c2[c-]cccc12.O=c1oc2c3ccccc3cnc2c2[c-]cccc12.O=c1oc2c3ccccc3cnc2c2[c-]cccc12.[Ir+4],Irbpio3
O=c1oc2cccnc2c2[c-]cccc12.O=c1oc2cccnc2c2[c-]cccc12.O=c1oc2cccnc2c2[c-]cccc12.[Ir+4],Irbppo3
O=S(=O)([N-][C@@H]1CCCC[C@H]1[N-]S(=O)(=O)c1ccccn1)c1ccccn1.[Cl-].[Cl-].[Ir+4],Ir-bpsa-Cy-Cl2-
O=S(=O)([N-]CC[N-]S(=O)(=O)c1ccccn1)c1ccccn1.[Cl-].[Cl-].[Ir+4],Ir-bpsa-en-Cl2-
O=S(=O)([N-]c1ccccc1[N-]S(=O)(=O)c1ccccn1)c1ccccn1.[Cl-].[Cl-].[Ir+4],Ir-bpsa-Ph-Cl2-
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(C)n1[B-]2(F)F.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-bpy2-dmgBF+
[C-]#[N+]c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[C-]#[N+]c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,IrbtCNAr-CF3+
[C-]#[N+]c1ccc([N+](=O)[O-])cc1.[C-]#[N+]c1ccc([N+](=O)[O-])cc1.[Ir].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,IrbtCNAr-NO2+
[C-]#[N+]c1ccc(OC)cc1OC.[C-]#[N+]c1ccc(OC)cc1OC.[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,IrbtCNAr-OMe+
FC(F)(F)c1ccnc(-c2cc(C(F)(F)F)ccn2)c1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,Ir-btp2-44dCF3bpy+
Cc1ccnc(-c2cc(C)ccn2)c1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,Ir-btp2-44dmbpy+
COc1ccnc(-c2cc(OC)ccn2)c1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,Ir-btp2-44dOMebpy+
[C-]#[N+]c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[C-]#[N+]c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[Ir+4].[c-]1c(-c2ccccn2)sc2ccccc12.[c-]1c(-c2ccccn2)sc2ccccc12,IrbtpCNAr-CF3+
[C-]#[N+]c1ccc([N+](=O)[O-])cc1.[C-]#[N+]c1ccc([N+](=O)[O-])cc1.[Ir+4].[c-]1c(-c2ccccn2)sc2ccccc12.[c-]1c(-c2ccccn2)sc2ccccc12,IrbtpCNAr-NO2+
[C-]#[N+]c1ccc(OC)cc1OC.[C-]#[N+]c1ccc(OC)cc1OC.[Ir+4].[c-]1c(-c2ccccn2)sc2ccccc12.[c-]1c(-c2ccccn2)sc2ccccc12,IrbtpCNAr-OMe+
CC(C)/N=C(/[N-]C(C)C)N(c1ccccc1)c1ccccc1.[Ir+4].[c-]1c(-c2ccccn2)sc2ccccc12.[c-]1c(-c2ccccn2)sc2ccccc12,IrbtpNiPr2CNPh2
CC(C)/N=C(/[N-]C(C)C)N(c1ccccc1)c1ccccc1.[Ir+4].[c-]1ccccc1-c1nc2ccccc2s1.[c-]1ccccc1-c1nc2ccccc2s1,IrbtzNiPr2CNPh2
CC(C)/N=C(/[N-]C(C)C)N(c1ccccc1)c1ccccc1.[Ir+4].[c-]1cccc2ccc3cccnc3c12.[c-]1cccc2ccc3cccnc3c12,IrbzqNiPr2CNPh2
O=C([N-]Cc1ccco1)c1ccccn1.[Ir+4].[c-]1cccc2ccc3cccnc3c12.[c-]1cccc2ccc3cccnc3c12,IrbzqNOO
CC(=O)C=C(C)[N-]c1ccccc1F.[Ir+4].[c-]1cccc2ccc3cccnc3c12.[c-]1cccc2ccc3cccnc3c12,Irbzq-pic-C6-1F
CC(=O)C=C(C)[N-]c1cccc(F)c1.[Ir+4].[c-]1cccc2ccc3cccnc3c12.[c-]1cccc2ccc3cccnc3c12,Irbzq-pic-C6-2F
CC(=O)C=C(C)[N-]c1c(F)c(F)c(F)c(F)c1F.[Ir+4].[c-]1cccc2ccc3cccnc3c12.[c-]1cccc2ccc3cccnc3c12,Irbzq-pic-C6H5
COCCOc1c(F)c(F)c([N-]C(C)=CC(C)=O)c(F)c1F.[Ir+4].[c-]1cccc2ccc3cccnc3c12.[c-]1cccc2ccc3cccnc3c12,Irbzq-picC6H5-OMe
C[n+]1[c-]n(-c2[c-]cc(C(F)(F)F)cc2)c2ccccc21.C[n+]1[c-]n(-c2[c-]cc(C(F)(F)F)cc2)c2ccccc21.C[n+]1[c-]n(-c2[c-]cc(C(F)(F)F)cc2)c2ccccc21.[Ir+4],Ir-CF3pmb3
CC(=O)/C=C(/C)[O-].FC(F)(F)c1ccc(-c2[c-]cccc2)nc1.FC(F)(F)c1ccc(-c2[c-]cccc2)nc1.[Ir+4],Ir-CF3ppy2-acac
C[n+]1[c-]n(-c2[c-]cc(C#N)cc2)c2ccccc21.C[n+]1[c-]n(-c2[c-]cc(C#N)cc2)c2ccccc21.C[n+]1[c-]n(-c2[c-]cc(C#N)cc2)c2ccccc21.[Ir+4],Ir-CNpmb3
Clc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1.Clc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1.[H]OC(=O)c1ccnc(-c2cc(C(=O)O[H])ccn2)c1.[Ir+4],IrcpbiH2dcbpy+
COC(=O)c1cccc(C(=O)/C=C(\[O-])c2cccs2)c1.Clc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1.Clc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1.[Ir+4],IrcpbiL
FC(F)(F)c1n[n-]c(-c2ccccn2)n1.Fc1c[c-]c(-c2nc3ccccn3c2C(F)(F)F)c(F)c1.Fc1c[c-]c(-c2nc3ccccn3c2C(F)(F)F)c(F)c1.[Ir+4],Ir-dF3CF3ip-3CF3-pt-tmpt
FC(F)(F)c1n[n-]c(-c2ccccn2)n1.Fc1c[c-]c(-c2nc3ccccn3c2C(F)(F)F)c(F)c1C(F)(F)F.Fc1c[c-]c(-c2nc3ccccn3c2C(F)(F)F)c(F)c1C(F)(F)F.[Ir+4],Ir-dF-5CF3-3CF3ip-3CF3-pt-tmpt
Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)c(F)c1.Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)c(F)c1.[Ir+4].c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,Ir-dFCFppy2-ptb+
Cc1ccnc(-c2[c-]cc(F)c(C(F)(F)F)c2F)c1.Cc1ccnc(-c2[c-]cc(F)c(C(F)(F)F)c2F)c1.[Ir+4].c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,Ir-dFCFppy-Me2-ptb+
N#Cc1c(F)c[c-]c(-c2ccccn2)c1F.N#Cc1c(F)c[c-]c(-c2ccccn2)c1F.[Ir+4].c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,Ir-dFCNppy2-ptb+
CCCC[C@H](CC)Cn1c2ccccc2c2cc(-c3c[n-]c(-c4ccccn4)c3)ccc21.Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[Ir+4],Ir-dfppy2-PPC
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[Ir+4].c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,Ir-df-ppy2-ptb+
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.O=C(/C=C(\[O-])c1ccccc1)c1ccccc1.[Ir+4],IrdFppy-acpacp
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#[N+]c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[C-]#[N+]c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[Ir+4],IrdfppyCNAr-CF3+
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#[N+]c1ccc([N+](=O)[O-])cc1.[C-]#[N+]c1ccc([N+](=O)[O-])cc1.[Ir],IrdfppyCNAr-NO2+
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[C-]#[N+]c1ccc(OC)cc1OC.[C-]#[N+]c1ccc(OC)cc1OC.[Ir+4],IrdfppyCNAr-OMe+
N#Cc1c(F)c[c-]c(-c2ccccn2)c1F.N#Cc1c(F)c[c-]c(-c2ccccn2)c1F.O=C([O-])c1ccccn1.[Ir+4],Irdfppy-CNpic
COC(=O)c1c(F)c[c-]c(-c2ccccn2)c1F.COC(=O)c1c(F)c[c-]c(-c2ccccn2)c1F.O=C([O-])c1ccccn1.[Ir+4],Irdfppy-CO2Mepic
O=C([O-])c1ccccn1.O=C(c1c(F)c[c-]c(-c2ccccn2)c1F)C(F)(F)F.O=C(c1c(F)c[c-]c(-c2ccccn2)c1F)C(F)(F)F.[Ir+4],Irdfppy-COCF3pic
CN(C)c1ccnc(-c2cc(N(C)C)ccn2)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[Ir+4],IrdFppy-dNCH3-bpy+
CC(C)/N=C(/[N-]C(C)C)N(c1ccccc1)c1ccccc1.Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[Ir+4],IrdfppyNiPr2CNPh2
Fc1c[c-]c(-c2ccccn2)c(F)c1.Fc1c[c-]c(-c2ccccn2)c(F)c1.[Ir+4].[O-]c1ccccc1C=Nc1ccccc1,IrdFppy-pip
O=C([O-])c1ccccn1.O=P(c1ccccc1)(c1ccccc1)c1c(F)c[c-]c(-c2ccccn2)c1F.O=P(c1ccccc1)(c1ccccc1)c1c(F)c[c-]c(-c2ccccn2)c1F.[Ir+4],Irdfppy-POPh2pic
O=C([O-])c1ccccn1.O=S(=O)(c1c(F)c[c-]c(-c2ccccn2)c1F)P(c1ccccc1)c1ccccc1.O=S(=O)(c1c(F)c[c-]c(-c2ccccn2)c1F)P(c1ccccc1)c1ccccc1.[Ir+4],Irdfppy-SO2-p-tol-pic
CN(C)c1ccnc(-c2cc(N(C)C)ccn2)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.[Ir+4],Irdfppz44bdmadbp+
Fc1c[c-]c(-n2cccn2)c(F)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.[Ir+4].c1ccc(-c2cccc(-c3ccccn3)n2)cc1,Irdfppz6Phdbp+
CC(C)(C)c1cc(-c2ccccc2)nc(-c2cc(C(C)(C)C)cc(-c3ccccc3)n2)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.[Ir+4],Irdfppzdtb6dPhdbp+
CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(-c3ccccc3)n2)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.Fc1c[c-]c(-n2cccn2)c(F)c1.[Ir+4],Irdfppzdtb6Phdbp+
Cc1cc(C)c(-c2ccccn2)[c-]c1-c1ccccn1.[Cl-].[Ir+4].c1ccc2[n-]c(-c3nc4ccccc4[nH]3)nc2c1,Ir-dpyx-BiBzImH-Cl
O=c1oc2cccnc2c2[c-]cc(F)cc12.O=c1oc2cccnc2c2[c-]cc(F)cc12.O=c1oc2cccnc2c2[c-]cc(F)cc12.[Ir+4],Irf-bppo3
Cc1ccn(-c2[c-]c(-n3ccc(C)n3)c(F)cc2F)n1.[Cl-].[Ir+4].[c-]1ccccc1-c1ccccn1,IrF-bpzb-ppy-Cl
Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)cc1.Fc1ccc(-c2[c-]cc(C(F)(F)F)cc2)nc1.[Ir+4].c1ccc(-c2ccc(C3=NC4c5cccnc5-c5ncccc5C4N3)cc2)cc1,IrFCFppy-dphNbpy+
COc1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1.Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)cc1.Fc1c[c-]c(-c2ccc(C(F)(F)F)cn2)cc1.[Ir+4],IrFCFppy-phNOMebpy+
COc1ccc(C2=NC3c4cccnc4-c4ncccc4C3N2)cc1.Cc1ccnc(-c2[c-]ccc(F)c2)c1.Cc1ccnc(-c2[c-]ccc(F)c2)c1.[Ir+4],Ir-FMeppy-fmpOMe+
Cc1ccc(-c2[c-]cc(F)cc2)nc1.Cc1ccc(-c2[c-]cc(F)cc2)nc1.N#Cc1ccnc(-c2cc(C#N)ccn2)c1.[Ir+4],Ir-Fmppy2-dCNbpy+
Cc1ccc(CCc2ccnc(-c3[c-]cc(F)cc3)c2)cc1.Cc1ccc(CCc2ccnc(-c3[c-]cc(F)cc3)c2)cc1.Cc1ccc(CCc2ccnc(-c3[c-]cc(F)cc3)c2)cc1.[Ir+4],IrFppy-CH2CH2ph-Me3
CC(=O)/C=C(/C)[O-].CCOc1c[c-]c(-c2cc(C)ccn2)c(F)c1F.CCOc1c[c-]c(-c2cc(C)ccn2)c(F)c1F.[Ir+4],IrLG2acac
CCOc1c[c-]c(-c2cc(C)ccn2)c(F)c1F.CCOc1c[c-]c(-c2cc(C)ccn2)c(F)c1F.O=C([O-])c1ccccn1.[Ir+4],IrLG2pic
COc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1OC.COc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1OC.[H]OC(=O)c1ccnc(-c2cc(C(=O)O[H])ccn2)c1.[Ir+4],IrmpbiH2dcbpy+
COC(=O)c1cccc(C(=O)/C=C(\[O-])c2cccs2)c1.COc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1OC.COc1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1OC.[Ir+4],IrmpbiL
CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1.Cc1c[c-]c(-c2ccccn2)cc1.Cc1c[c-]c(-c2ccccn2)cc1.[Ir+4],Ir-mppy2-nonbpy+
CCCC[C@H](CC)Cn1c2ccccc2c2cc(-c3c[n-]c(-c4ccccn4)c3)ccc21.[Ir+4].[c-]1ccc2ccccc2c1-c1ccccn1.[c-]1ccc2ccccc2c1-c1ccccn1,Ir-npy2-PPC
COc1c[c-]c(-n2[c-][n+](C)c3ccccc32)cc1.COc1c[c-]c(-n2[c-][n+](C)c3ccccc32)cc1.COc1c[c-]c(-n2[c-][n+](C)c3ccccc32)cc1.[Ir+4],Ir-OMepmb3
C1=CC(=C(c2ccccc2)c2ccc[n-]2)N=C1.[Ir+4].[c-]1c(-n2cccn2)ccc2c1OCO2.[c-]1c(-n2cccn2)ccc2c1OCO2,Irooppz2dipy-Ph
CC(C)(C)c1ccc2sc(-c3[c-]cccc3)nc2c1.CC(C)(C)c1ccc2sc(-c3[c-]cccc3)nc2c1.[Ir+4].[O-]/C(=C/c1ccccc1)c1nccn1-c1ccccc1,Ir-pbtz-picoPh
O=c1oc2ccccc2[c-]c1-c1ccccn1.O=c1oc2ccccc2[c-]c1-c1ccccn1.O=c1oc2ccccc2[c-]c1-c1ccccn1.[Ir+4],Irpc3
COc1ccc(/N=C2C(=N/c3ccc(OC)cc3)/c3cccc4cccc/2c34)cc1.[Ir+4].[c-]1ccccc1-c1cn(CCc2ccccc2)nn1.[c-]1ccccc1-c1cn(CCc2ccccc2)nn1,Irphtl24-MeOH-BIAN+
[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12.c1ccc(-c2ccc(-c3ccncc3)cn2)nc1,Ir-piq2-2254tpy+
Fc1c[c-]c(-c2ccccn2)cc1.[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12,Irpiq2fppy
CC(=O)/C=C(/C)[O-].Cc1cnc(-c2[c-]cccc2)c2ccccc12.Cc1cnc(-c2[c-]cccc2)c2ccccc12.[Ir+4],Irpiq-4Me-1-phen
CC(=O)/C=C(/C)[O-].COc1ccc2ccnc(-c3[c-]cccc3)c2c1.COc1ccc2ccnc(-c3[c-]cccc3)c2c1.[Ir+4],Irpiq-7-Me-1-pheny
CC(=O)/C=C(/C)[O-].COc1ccc2ccnc(-c3[c-]cc(C)cc3)c2c1.COc1ccc2ccnc(-c3[c-]cc(C)cc3)c2c1.[Ir+4],Irpiq-7-Me-1-p-toly
FC(F)(F)c1ccnc(-c2[c-]ccc3ccccc23)c1.FC(F)(F)c1ccnc(-c2[c-]ccc3ccccc23)c1.FC(F)(F)c1ccnc(C2[CH-]C=Cc3ccccc32)c1.[Ir+4],Irpiq-CF3
Fc1c[c-]c(-c2ccccn2)cc1.Fc1c[c-]c(-c2ccccn2)cc1.[Ir+4].[c-]1ccccc1-c1nccc2ccccc12,Irpiqfppy2
CC(C)/N=C(/[N-]C(C)C)N(c1ccccc1)c1ccccc1.[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12,IrpiqNiPr2CNPh2
[Ir+4].[c-]1ccccc1-c1nccc2ccccc12.[c-]1ccccc1-c1nccc2ccccc12.c1cnc2c(c1)ccc1cn[n-]c12,Irpiqnnpiq
COC(=O)c1cccc(C(=O)/C=C(\[O-])c2cccs2)c1.[Ir+4].[c-]1ccccc1-c1ncc(-c2ccccc2)o1.[c-]1ccccc1-c1ncc(-c2ccccc2)o1,Irppo-acacSPh
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc([Si](c6ccccc6)(c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)cc1,"Irppy(4,4'-dTPS-bpy)+"
O=C(O)c1ccnc(-c2cc(C(=O)O)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Irppy2(H2dcbpy)+
COc1ccc(N=C2C(=Nc3ccc(OC)cc3)c3cccc4cccc2c34)cc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Irppy24-MeOH-BIAN+
NCCCCc1ccnc(-c2ccccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-ppy2-bap+
CCOP(=O)(OCC)c1ccnc(-c2cc(P(=O)(OCC)OCC)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Irppy2bpy-dPE+
N#Cc1ccnc(-c2cc(C#N)ccn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-ppy2-dCNbpy+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1cnc(-c2cc(CCc3ccncc3)ccn2)c(CCc2ccncc2)c1,Irppy2dethqpy+
Cc1cc(C)c(/C(=C2\CCC=N2)c2ccc[n-]2)c(C)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Irppy2dipy-Mesityl
Cc1ccc(-c2ccc(CBr)cn2)nc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-ppy2-dmbpy-Br+
Cc1ccc(-c2ccc(C[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cn2)nc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-ppy2-dmbpy-NPh2+
[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1.c1ccc(CCc2ccnc(-c3ncccc3CCc3ccccc3)c2)cc1,Irppy2dpebpy+
[Ir+4].[NH-]CC[NH-].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-ppy2-en+
O=Cc1ccc(C2=NC3c4cccnc4-c4ncccc4C3N2)cc1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Ir-ppy2-fmp+
Cc1ccnc(-c2ccc(CCc3ccnc(-c4cc(C)ccn4)c3)cn2)c1.[Ir+4].[c-]1ccccc1-c1ccccn1.[c-]1ccccc1-c1ccccn1,Irppy2-L1+
