compound_name,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,YRed/Ox
Os-bMebi-I,4.71822373393802,4.71822373393802,0,0,0.17484896068164385,11.311475409836065,977.1779999999999,934.8419999999998,978.3264714640901,301,1,1,-0.32449333,0.32449332969651645,0.22950819672131148,0.36065573770491804,0.4918032786885246,4.126607812257483,1.1612194972211782e-07,2934.584547099036,41.06960989614741,34.57652299714378,37.116928832248064,29.262060586270454,19.763946334137003,19.763946334137003,14.898849155309708,14.898849155309708,11.322865976770043,11.322865976770043,8.073121133041084,8.073121133041084,-7.223636364,93882824652784.25,39.248736217533065,15.750794722022532,6.674980802778447,364.0205238593959,27.40259788674813,0,34.946426987999565,0,0,19.790413011458444,0,29.90387112568325,0,0,72.79640482153933,72.79640482153933,42.286031896063136,66.20040861139513,19.790413011458444,66.20040861139513,0,57.30646901243138,42.286031896063136,0,0,145.59280964307868,0,34.946426987999565,0,0,0,0,57.30646901243138,62.07644490752158,0,0,145.59280964307868,0,101.14683559939468,0,106.92,0,0,0,19.790413011458444,0,101.14683559939468,0,0,151.48063912837213,63.80080029751778,29.90387112568325,12.562777777777779,0,28.309342403628115,0,12.70340136054422,5.360555555555557,48.87336734693878,0,0,12.190555555555553,0.125,61,0,12,0,0,0,6,6,12,12,0,13,3,0,0,0,12,9.378499999999999,241.26599999999942,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64
Os-bMebi-III,4.71822373393802,4.71822373393802,0,0,0.17484896068164385,11.311475409836065,977.1779999999999,934.8419999999998,978.3253743042701,299,1,3,-0.32449333,0.32449332969651645,0.22950819672131148,0.36065573770491804,0.4918032786885246,4.126607812257483,1.1612194972211782e-07,2934.584547099036,41.06960989614741,34.57652299714378,37.116928832248064,29.262060586270454,19.763946334137003,19.763946334137003,14.898849155309708,14.898849155309708,11.322865976770043,11.322865976770043,8.073121133041084,8.073121133041084,-7.223636364,93882824652784.25,39.248736217533065,15.750794722022532,6.674980802778447,364.0205238593959,27.40259788674813,0,34.946426987999565,0,0,19.790413011458444,0,29.90387112568325,0,0,72.79640482153933,72.79640482153933,42.286031896063136,66.20040861139513,19.790413011458444,66.20040861139513,0,57.30646901243138,42.286031896063136,0,0,145.59280964307868,0,34.946426987999565,0,0,0,0,57.30646901243138,62.07644490752158,0,0,145.59280964307868,0,101.14683559939468,0,106.92,0,0,0,19.790413011458444,0,101.14683559939468,0,0,151.48063912837213,63.80080029751778,29.90387112568325,12.562777777777779,0,28.309342403628115,0,12.70340136054422,5.360555555555557,48.87336734693878,0,0,12.190555555555553,0.125,61,0,12,0,0,0,6,6,12,12,0,13,3,0,0,0,12,9.378499999999999,241.26599999999942,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
OsCltpy-I,6.154233749055177,6.154233749055177,0,0,0.18544769537337488,10.102564102564102,725.6680000000002,705.5080000000004,726.0735821200901,191,1,1,-0.254619702,0.25461970196786976,0.358974358974359,0.6153846153846154,0.8205128205128205,2.986068760975346,1.7639999524910013e-07,1384.2448808497998,26.158279002746482,20.339769293403997,24.39203302054519,18.652999680989847,11.66371602913546,12.419644975153913,7.971599427112673,8.844470988056642,5.28953127255025,5.725967053022234,3.5763699174402444,3.9897678222659425,-3.883636364,669717221.6871569,28.132743339044726,13.775260136014008,7.584248552199302,248.82679383718127,0,0,0,0,0,19.790413011458444,19.935914083788834,9.967957041894417,0,0,47.46734805431147,72.79640482153933,34.83264091393496,45.55142395878768,19.790413011458444,23.20187978046503,0,29.90387112568325,0,0,0,131.89451400932074,0,45.55142395878768,0,0,0,23.20187978046503,29.90387112568325,19.790413011458444,0,0,121.8492473818381,10.045266627482652,45.55142395878768,0,77.34,0,0,0,19.790413011458444,10.045266627482652,45.55142395878768,0,49.052842560298735,72.79640482153933,29.90387112568325,23.20187978046503,0,12.308467498110353,26.262558578987147,1.243159486016629,6.151608087679518,0,29.98516439909297,6.937930839002267,0,0,0,39,0,6,0,0,0,0,6,6,6,0,9,4,0,0,0,6,7.715500000000007,151.41799999999967,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1.29
OsCltpy-III,6.154233749055177,6.154233749055177,0,0,0.18544769537337488,10.102564102564102,725.6680000000002,705.5080000000004,726.0724849602701,189,1,3,-0.254619702,0.25461970196786976,0.358974358974359,0.6153846153846154,0.8205128205128205,2.986068760975346,1.7639999524910013e-07,1384.2448808497998,26.158279002746482,20.339769293403997,24.39203302054519,18.652999680989847,11.66371602913546,12.419644975153913,7.971599427112673,8.844470988056642,5.28953127255025,5.725967053022234,3.5763699174402444,3.9897678222659425,-3.883636364,669717221.6871569,28.132743339044726,13.775260136014008,7.584248552199302,248.82679383718127,0,0,0,0,0,19.790413011458444,19.935914083788834,9.967957041894417,0,0,47.46734805431147,72.79640482153933,34.83264091393496,45.55142395878768,19.790413011458444,23.20187978046503,0,29.90387112568325,0,0,0,131.89451400932074,0,45.55142395878768,0,0,0,23.20187978046503,29.90387112568325,19.790413011458444,0,0,121.8492473818381,10.045266627482652,45.55142395878768,0,77.34,0,0,0,19.790413011458444,10.045266627482652,45.55142395878768,0,49.052842560298735,72.79640482153933,29.90387112568325,23.20187978046503,0,12.308467498110353,26.262558578987147,1.243159486016629,6.151608087679518,0,29.98516439909297,6.937930839002267,0,0,0,39,0,6,0,0,0,0,6,6,6,0,9,4,0,0,0,6,7.715500000000007,151.41799999999967,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.05
Os(tBu-tpy)2-I,4.762407407407407,4.762407407407407,0,0,0.17833474386110407,11.155555555555555,768.9940000000003,730.6900000000003,770.2767273360902,227,1,1,-0.254620455,0.25462045548634005,0.35555555555555557,0.6,0.7777777777777778,3.053460540765642,2.0034782015032153e-07,1547.2957243839205,31.158279002746486,26.58384034738554,29.124246182489824,21.07564941180022,14.785751556126234,14.785751556126234,12.612513915830306,12.612513915830306,7.092039324477944,7.092039324477944,4.50913338098282,4.50913338098282,-4.463636364,6811848551.484467,33.42981155271646,14.544321791321327,8.805816987079513,279.13979829859085,0,0,0,0,0,19.790413011458444,19.935914083788834,9.967957041894417,0,0,65.80789147199017,94.7532887437269,24.787374286452305,45.55142395878768,19.790413011458444,0,0,29.90387112568325,0,52.372404136937305,0,132.9761503652321,0,45.55142395878768,0,0,0,0,29.90387112568325,30.620393950252,0,52.66932618153773,121.8492473818381,0,45.55142395878768,0,77.34,0,0,0,30.620393950252,0,45.55142395878768,11.126902983393991,24.787374286452305,72.79640482153933,85.74380555577902,9.967957041894417,0,0,27.220913328294284,0,9.58044359410431,0,31.987050107079874,7.171490929705215,13.206768707482993,0,0.21052631578947367,45,0,6,0,0,0,0,6,6,6,0,7,4,0,0,0,6,9.003700000000002,178.79799999999946,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1.54
Os(tBu-tpy)2-III,4.762407407407407,4.762407407407407,0,0,0.17833474386110407,11.155555555555555,768.9940000000003,730.6900000000003,770.2756301762702,225,1,3,-0.254620455,0.25462045548634005,0.35555555555555557,0.6,0.7777777777777778,3.053460540765642,2.0034782015032153e-07,1547.2957243839205,31.158279002746486,26.58384034738554,29.124246182489824,21.07564941180022,14.785751556126234,14.785751556126234,12.612513915830306,12.612513915830306,7.092039324477944,7.092039324477944,4.50913338098282,4.50913338098282,-4.463636364,6811848551.484467,33.42981155271646,14.544321791321327,8.805816987079513,279.13979829859085,0,0,0,0,0,19.790413011458444,19.935914083788834,9.967957041894417,0,0,65.80789147199017,94.7532887437269,24.787374286452305,45.55142395878768,19.790413011458444,0,0,29.90387112568325,0,52.372404136937305,0,132.9761503652321,0,45.55142395878768,0,0,0,0,29.90387112568325,30.620393950252,0,52.66932618153773,121.8492473818381,0,45.55142395878768,0,77.34,0,0,0,30.620393950252,0,45.55142395878768,11.126902983393991,24.787374286452305,72.79640482153933,85.74380555577902,9.967957041894417,0,0,27.220913328294284,0,9.58044359410431,0,31.987050107079874,7.171490929705215,13.206768707482993,0,0.21052631578947367,45,0,6,0,0,0,0,6,6,6,0,7,4,0,0,0,6,9.003700000000002,178.79799999999946,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.87
Os(Th-tpy)2-I,4.762180650037793,4.762180650037793,0,0,0.1663812920504016,10.382978723404255,821.0319999999999,794.8239999999996,822.1269689520901,227,1,1,-0.254620251,0.2546202509754756,0.3404255319148936,0.6595744680851063,0.8936170212765957,3.8944051140238254,1.609523760313824e-07,1856.2909965844244,30.96983379061811,24.864438543451026,29.03783754041076,22.797958971132715,14.549927802754215,16.435545885918344,10.136564166033935,11.696630794728597,7.0690062008975705,8.435474722748168,4.833894027896691,6.1638992831669,-5.063636364,97215866623.07582,31.899980184314725,15.483543839336644,7.84623485812862,293.61517633636913,0,0,0,0,0,19.790413011458444,19.935914083788834,9.967957041894417,22.673571755869474,0,24.26546827384644,128.7031960071142,24.787374286452305,45.55142395878768,19.790413011458444,22.673571755869474,0,29.90387112568325,0,0,0,155.50223260062495,0,67.80522992557566,0,0,0,22.673571755869474,29.90387112568325,19.790413011458444,0,0,155.50223260062495,0,67.80522992557566,0,77.34,0,0,0,19.790413011458444,0,56.67832694218167,11.126902983393991,47.46094604232178,72.79640482153933,77.85436757642215,9.967957041894417,0,3.3722106743932136,27.227947530864203,8.437261904761904,11.505085034013607,0,35.97845374569581,7.145707776937936,0,0,0,47,0,6,0,0,0,0,8,8,8,0,9,6,0,0,0,8,9.865699999999995,188.02399999999957,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,-1.45
Os(Th-tpy)2-III,4.762180650037793,4.762180650037793,0,0,0.1663812920504016,10.382978723404255,821.0319999999999,794.8239999999996,822.12587179227,225,1,3,-0.254620251,0.2546202509754756,0.3404255319148936,0.6595744680851063,0.8936170212765957,3.8944051140238254,1.609523760313824e-07,1856.2909965844244,30.96983379061811,24.864438543451026,29.03783754041076,22.797958971132715,14.549927802754215,16.435545885918344,10.136564166033935,11.696630794728597,7.0690062008975705,8.435474722748168,4.833894027896691,6.1638992831669,-5.063636364,97215866623.07582,31.899980184314725,15.483543839336644,7.84623485812862,293.61517633636913,0,0,0,0,0,19.790413011458444,19.935914083788834,9.967957041894417,22.673571755869474,0,24.26546827384644,128.7031960071142,24.787374286452305,45.55142395878768,19.790413011458444,22.673571755869474,0,29.90387112568325,0,0,0,155.50223260062495,0,67.80522992557566,0,0,0,22.673571755869474,29.90387112568325,19.790413011458444,0,0,155.50223260062495,0,67.80522992557566,0,77.34,0,0,0,19.790413011458444,0,56.67832694218167,11.126902983393991,47.46094604232178,72.79640482153933,77.85436757642215,9.967957041894417,0,3.3722106743932136,27.227947530864203,8.437261904761904,11.505085034013607,0,35.97845374569581,7.145707776937936,0,0,0,47,0,6,0,0,0,0,8,8,8,0,9,6,0,0,0,8,9.865699999999995,188.02399999999957,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0.72
Os-pyMebi-I,4.858762282690853,4.858762282690853,0,0,0.17653889948401458,11.245283018867925,869.034,834.7620000000001,870.25772320809,259,1,1,-0.325800886,0.3258008856941578,0.2830188679245283,0.5094339622641509,0.7358490566037735,3.9273829606007262,1.4814814312940114e-07,2540.406281941266,35.345995257015836,29.52739526776462,32.067801102868906,25.44069338122454,17.058425285470502,17.058425285470502,12.74870139160011,12.74870139160011,9.563156694631203,9.563156694631203,6.866036601675663,6.866036601675663,-6.303636364,1734604468717.2847,33.81867545330687,13.677936168259057,5.891379955607547,318.0832155983838,18.26839859116542,22.775711979393844,23.297617991999708,0,0,19.790413011458444,0,29.90387112568325,0,0,60.6636706846161,72.79640482153933,28.19068793070876,44.133605740930086,19.790413011458444,44.133605740930086,0,48.172269716848675,28.19068793070876,0,0,133.46007550615548,0,46.07332997139355,0,0,0,0,48.172269716848675,47.9811009421672,0,0,133.46007550615548,0,90.20693571232363,0,97.06,0,0,0,19.790413011458444,0,90.20693571232363,0,0,137.38529516301776,42.53386686501186,29.90387112568325,8.31892290249433,0,28.7404226505417,0,11.631935294677,3.4141265642059295,44.47362655969439,0,0,8.08763269505333,0.09523809523809523,53,0,10,0,0,0,4,6,10,10,0,11,4,0,0,0,10,8.375500000000004,207.30599999999953,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.4
Os-pyMebi-III,4.858762282690853,4.858762282690853,0,0,0.17653889948401458,11.245283018867925,869.034,834.7620000000001,870.25772320809,257,1,3,-0.325800886,0.3258008856941578,0.2830188679245283,0.5094339622641509,0.7358490566037735,3.9273829606007262,1.4814814312940114e-07,2540.406281941266,35.345995257015836,29.52739526776462,32.067801102868906,25.44069338122454,17.058425285470502,17.058425285470502,12.74870139160011,12.74870139160011,9.563156694631203,9.563156694631203,6.866036601675663,6.866036601675663,-6.303636364,1734604468717.2847,33.81867545330687,13.677936168259057,5.891379955607547,318.0832155983838,18.26839859116542,22.775711979393844,23.297617991999708,0,0,19.790413011458444,0,29.90387112568325,0,0,60.6636706846161,72.79640482153933,28.19068793070876,44.133605740930086,19.790413011458444,44.133605740930086,0,48.172269716848675,28.19068793070876,0,0,133.46007550615548,0,46.07332997139355,0,0,0,0,48.172269716848675,47.9811009421672,0,0,133.46007550615548,0,90.20693571232363,0,97.06,0,0,0,19.790413011458444,0,90.20693571232363,0,0,137.38529516301776,42.53386686501186,29.90387112568325,8.31892290249433,0,28.7404226505417,0,11.631935294677,3.4141265642059295,44.47362655969439,0,0,8.08763269505333,0.09523809523809523,53,0,10,0,0,0,4,6,10,10,0,11,4,0,0,0,10,8.375500000000004,207.30599999999953,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.31
Osdol-daf-I,5.85212962962963,5.85212962962963,0,-0.770648148,0.2011098623035627,18.923076923076923,868.9349999999997,838.6949999999997,870.18361480009,259,1,1,-0.339635682,0.3396356823289135,0.3076923076923077,0.4807692307692308,0.6538461538461539,4.076983908585109,1.0285714169583673e-07,1893.4504438970446,33.8840473529912,27.62127023890875,30.16167607401303,25.252350636694867,16.829680611512188,16.829680611512188,12.337931139257012,12.337931139257012,9.728632892036345,9.728632892036345,7.763181645541412,7.763181645541412,-4.703636364,2105111708725.019,33.15342245611987,13.056071634452607,4.784438228152135,311.1568560223826,28.421177722800294,0,0,17.36133345771179,0,19.790413011458444,29.90387112568325,0,0,0,0,72.79640482153933,70.56177037986042,73.80485975616827,48.21159073425874,0,0,29.90387112568325,0,17.36133345771179,39.641291787077506,143.35817520139977,0,34.163567969090764,0,0,0,0,69.54516291276076,65.57292419197053,0,33.380708950181976,109.97746625121779,0,34.163567969090764,0,132.72000000000003,17.36133345771179,0,0,19.790413011458444,39.641291787077506,67.54427691927273,0,37.18106142967846,72.79640482153933,29.90387112568325,28.421177722800294,35.11277777777778,0,26.382361111111113,0,10.978888888888891,-2.311944444,23.374027777777776,10.614671201814058,3.5992176870748303,0,0.23076923076923078,52,0,12,3,3,6,0,6,6,12,0,13,0,0,3,3,12,5.112200000000005,180.45599999999953,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1.45
Osdol-daf-III,5.85212962962963,5.85212962962963,0,-0.770648148,0.2011098623035627,18.923076923076923,868.9349999999997,838.6949999999997,870.18361480009,257,1,3,-0.339635682,0.3396356823289135,0.3076923076923077,0.4807692307692308,0.6538461538461539,4.076983908585109,1.0285714169583673e-07,1893.4504438970446,33.8840473529912,27.62127023890875,30.16167607401303,25.252350636694867,16.829680611512188,16.829680611512188,12.337931139257012,12.337931139257012,9.728632892036345,9.728632892036345,7.763181645541412,7.763181645541412,-4.703636364,2105111708725.019,33.15342245611987,13.056071634452607,4.784438228152135,311.1568560223826,28.421177722800294,0,0,17.36133345771179,0,19.790413011458444,29.90387112568325,0,0,0,0,72.79640482153933,70.56177037986042,73.80485975616827,48.21159073425874,0,0,29.90387112568325,0,17.36133345771179,39.641291787077506,143.35817520139977,0,34.163567969090764,0,0,0,0,69.54516291276076,65.57292419197053,0,33.380708950181976,109.97746625121779,0,34.163567969090764,0,132.72000000000003,17.36133345771179,0,0,19.790413011458444,39.641291787077506,67.54427691927273,0,37.18106142967846,72.79640482153933,29.90387112568325,28.421177722800294,35.11277777777778,0,26.382361111111113,0,10.978888888888891,-2.311944444,23.374027777777776,10.614671201814058,3.5992176870748303,0,0.23076923076923078,52,0,12,3,3,6,0,6,6,12,0,13,0,0,3,3,12,5.112200000000005,180.45599999999953,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.79
Ospybt-I,4.799595616024187,4.799595616024187,0,0,0.175236778993577,11.10204081632653,881.1339999999998,858.9579999999995,882.0398108240901,235,1,1,-0.242725255,0.24272525515578264,0.2653061224489796,0.5102040816326531,0.7551020408163265,3.953267523476584,1.393777731597276e-07,2230.8047373761146,31.86502130500352,25.371534047620248,31.177926206435433,23.73061196151028,15.113709683326292,18.37969600703719,10.763106207458813,14.885701735164274,7.550196404362093,11.78583108829518,5.272935150382416,9.014588660457152,-4.623636364,352743627038.55676,31.63233632429129,13.709769410636305,6.440808645982558,309.5083725920048,0,20.03049478741106,0,0,0,19.790413011458444,0,29.90387112568325,0,45.34714351173895,60.6636706846161,72.79640482153933,0,63.64219451573528,19.790413011458444,86.21362604808039,0,29.90387112568325,0,0,0,133.46007550615548,0,42.806206766804905,0,0,0,45.34714351173895,29.90387112568325,19.790413011458444,0,0,133.46007550615548,0,83.67268930314634,0,77.34,0,0,0,19.790413011458444,0,64.87300963726994,18.799679665876404,45.34714351173895,109.19460723230902,24.26546827384644,29.90387112568325,4.721074622227221,6.674689888300998,28.39726883345931,3.774670781893005,7.657949149816034,0,44.77434672430343,0,0,0,0,49,0,6,0,0,0,4,6,10,10,0,11,4,0,0,0,10,11.267499999999986,202.92999999999964,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,-0.99
Ospybt-III,4.799595616024187,4.799595616024187,0,0,0.175236778993577,11.10204081632653,881.1339999999998,858.9579999999995,882.0398108240901,233,1,3,-0.242725255,0.24272525515578264,0.2653061224489796,0.5102040816326531,0.7551020408163265,3.953267523476584,1.393777731597276e-07,2230.8047373761146,31.86502130500352,25.371534047620248,31.177926206435433,23.73061196151028,15.113709683326292,18.37969600703719,10.763106207458813,14.885701735164274,7.550196404362093,11.78583108829518,5.272935150382416,9.014588660457152,-4.623636364,352743627038.55676,31.63233632429129,13.709769410636305,6.440808645982558,309.5083725920048,0,20.03049478741106,0,0,0,19.790413011458444,0,29.90387112568325,0,45.34714351173895,60.6636706846161,72.79640482153933,0,63.64219451573528,19.790413011458444,86.21362604808039,0,29.90387112568325,0,0,0,133.46007550615548,0,42.806206766804905,0,0,0,45.34714351173895,29.90387112568325,19.790413011458444,0,0,133.46007550615548,0,83.67268930314634,0,77.34,0,0,0,19.790413011458444,0,64.87300963726994,18.799679665876404,45.34714351173895,109.19460723230902,24.26546827384644,29.90387112568325,4.721074622227221,6.674689888300998,28.39726883345931,3.774670781893005,7.657949149816034,0,44.77434672430343,0,0,0,0,49,0,6,0,0,0,4,6,10,10,0,11,4,0,0,0,10,11.267499999999986,202.92999999999964,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1.02
